,MergeSort,SelectionSort
1,53,48
2,97,48
3,157,57
4,170,52
5,172,53
6,152,57
7,329,45
8,187,31
9,187,36
10,221,42
11,227,56
12,218,58
13,255,56
14,320,63
15,348,66
16,382,70
17,371,79
18,398,84
19,417,89
20,462,97
21,492,114
22,505,117
23,547,130
24,673,135
25,527,152
26,557,152
27,540,160
28,548,171
29,574,189
30,583,194
31,604,200
32,635,215
33,681,225
34,1051,233
35,1095,249
36,1116,259
37,1144,276
38,1223,299
39,1221,307
40,1107,344
41,862,372
42,886,380
43,891,392
44,922,410
45,942,422
46,1039,462
47,1107,599
48,1042,590
49,1059,600
50,1072,617
51,1166,644
52,1132,667
53,1134,701
54,1154,714
55,1164,725
56,1180,753
57,1207,780
58,1236,814
59,1312,834
60,1286,870
61,1422,939
62,1322,917
63,1315,925
64,1349,969
65,1377,1007
66,1524,1072
67,1515,1053
68,1437,1074
69,1391,1053
70,1418,1085
71,1467,1137
72,1460,1150
73,1595,1205
74,1628,1292
75,1635,1345
76,1723,1393
77,1649,1368
78,1672,1389
79,1757,1430
80,1803,1492
81,1794,1527
82,1782,1516
83,1783,1535
84,1785,1566
85,1841,1617
86,1893,1636
87,1916,1682
88,2009,1744
89,1951,1738
90,2029,1771
91,1997,1789
92,2122,1884
93,2042,1856
94,2086,1875
95,2163,1915
96,2118,1957
97,2170,1994
98,2294,2083
99,2219,2063
100,2265,2105
101,2244,2153
102,2349,2222
103,2262,2198
104,2358,2241
105,2289,2257
106,2333,2312
107,2434,2398
108,2445,2418
109,2400,2429
110,2561,2578
111,2449,2513
112,2492,2522
113,2476,2563
114,2503,2602
115,2585,2694
116,2665,2719
117,2549,2736
118,2641,2834
119,2579,2809
120,2644,2842
121,2581,2863
122,2648,2916
123,2757,3047
124,2706,3015
125,2672,3025
126,2821,3137
127,2752,3143
128,2726,3187
129,2795,3212
130,2912,3333
131,2909,3313
132,2937,3382
133,2914,3399
134,2940,3406
135,2930,3488
136,2947,3540
137,3122,3632
138,2973,3574
139,3105,3679
140,3025,3660
141,3168,3800
142,3125,3784
143,3249,3907
144,3204,3856
145,3267,3940
146,3229,3996
147,3286,4022
148,3328,4158
149,3322,4132
150,3411,4166
151,3461,4274
152,3360,4236
153,3445,4286
154,3491,4410
155,3525,4434
156,3614,4583
157,3544,4553
158,3561,4519
159,3551,4575
160,3567,4676
161,3702,4733
162,3637,4734
163,3669,4807
164,3758,4882
165,3728,4914
166,3856,5013
167,3778,5011
168,3786,5062
169,3906,5122
170,3838,5144
171,4053,5330
172,3863,5252
173,3908,5287
174,4100,5428
175,4051,5459
176,4077,5495
177,4039,5473
178,4172,5689
179,4171,5676
180,4232,5773
181,4254,5743
182,4269,5815
183,4337,5839
184,4450,6054
185,4331,5942
186,4460,6110
187,4377,6082
188,4502,6195
189,4453,6266
190,4551,6297
191,4484,6288
192,4601,6404
193,4532,6432
194,4671,6557
195,4645,6545
196,4630,6622
197,4704,6657
198,4745,6796
199,4709,6806
200,4773,6950
