,MergeSort,SelectionSort
1,86,84
2,321,84
3,140,87
4,136,86
5,143,88
6,157,91
7,174,60
8,163,30
9,181,35
10,168,39
11,201,43
12,233,43
13,239,43
14,277,125
15,295,215
16,304,242
17,337,276
18,349,316
19,382,350
20,407,387
21,425,427
22,452,472
23,481,514
24,519,559
25,561,606
26,586,661
27,593,713
28,623,779
29,633,833
30,650,888
31,678,951
32,700,1014
33,719,1083
34,855,1155
35,668,1221
36,749,1297
37,729,1372
38,742,1453
39,767,1524
40,806,1600
41,893,1705
42,837,1767
43,863,1860
44,875,1950
45,911,2043
46,1075,2160
47,933,2222
48,962,2340
49,990,2429
50,994,2514
51,1034,2619
52,1098,2744
53,1104,2847
54,1117,2982
55,1092,3109
56,1251,3223
57,1111,3348
58,1145,3481
59,1176,3632
60,1202,3754
61,1243,3897
62,1307,4041
63,1346,4197
64,1433,4349
65,1260,4470
66,1303,4611
67,1380,4772
68,1449,4934
69,1515,5075
70,1391,5226
71,1612,5402
72,1404,5552
73,1450,5724
74,1562,5887
75,1670,6036
76,1662,6219
77,1896,6398
78,1553,6575
79,1589,6745
80,1726,6904
81,1822,7080
82,1815,7267
83,1945,7483
84,1699,7641
85,1835,7824
86,1995,8039
87,1863,8228
88,1973,8438
89,1822,8595
90,1942,8824
91,2074,9026
92,1995,9254
93,1924,9435
94,1961,9661
95,2088,9845
96,2169,10118
97,2060,10268
98,2404,10491
99,2091,10703
100,2131,10955
101,2161,11136
102,2336,11373
103,2423,11593
104,2170,11837
105,2318,12061
106,2409,12300
107,2495,12553
108,2291,12755
109,2469,13008
110,2349,13266
111,2598,13503
112,2321,13734
113,2471,14346
114,2448,14254
115,2938,14500
116,2410,14763
117,2564,15018
118,2689,15289
119,2595,15560
120,2611,15811
121,2643,16124
122,2594,16349
123,2776,16607
124,2586,16893
125,2833,17158
126,2995,17442
127,2739,17706
128,2710,17976
129,2717,18290
130,3079,18591
131,2816,18962
132,2953,19209
133,2986,19418
134,2978,20274
135,2943,20081
136,2952,20359
137,3137,20652
138,3023,20900
139,3284,21225
140,3077,21517
141,3105,21822
142,3109,22139
143,3278,22457
144,3192,22782
145,3258,23083
146,3180,23380
147,3239,23738
148,3401,24022
149,3279,24376
150,3492,24663
151,3309,24999
152,3519,25347
153,3484,25649
154,3455,25995
155,3687,26308
156,3438,26670
157,3600,16292
158,3403,5864
159,3378,5923
160,3385,6019
161,3477,6071
162,3456,6199
163,3650,23948
164,3839,29572
165,3908,29895
166,3758,30269
167,3858,30615
168,3977,30954
169,3856,31978
170,3825,32698
171,3845,32899
172,3923,32583
173,3977,32834
174,4093,33280
175,4061,33923
176,3959,34439
177,4072,34345
178,4065,34741
179,4296,35102
180,4283,35508
181,4443,35853
182,4330,36250
183,4363,36640
184,4443,37048
185,4423,37446
186,4480,37874
187,4496,38277
188,4565,38648
189,4497,39100
190,4443,39561
191,4544,42139
192,4692,44524
193,4617,41746
194,4707,42917
195,4851,43706
196,4534,42726
197,4646,43237
198,4717,45050
199,4956,45727
200,5374,51101
201,4910,48633
202,5024,51423
203,4844,47481
204,5351,47640
205,4921,47812
206,4860,47498
207,4827,47667
208,4856,48114
209,4824,48604
210,4875,48684
211,4951,49816
212,4921,49359
213,4951,49876
214,5065,50423
215,5109,51312
216,5046,51516
217,5124,52284
218,5089,52431
219,5184,53398
220,5177,53629
221,5084,54048
222,5188,54661
223,5165,54939
224,5217,55493
225,5233,55870
226,5328,56491
227,5257,56771
228,5365,57490
229,5393,57960
230,5395,58326
231,5577,59119
232,5453,59398
233,5607,60004
234,5469,60231
235,5602,60895
236,5517,61426
237,5578,61901
238,5576,62437
239,5625,62847
240,5597,63640
241,5642,63922
242,5691,64489
243,5717,65019
244,5637,65515
245,5724,66218
246,5802,66671
247,5802,67329
248,5891,68074
249,5862,68330
250,5844,68854
251,5969,69489
252,5882,70074
253,5997,70957
254,5995,71182
255,6006,71570
256,5954,71996
257,5939,72644
258,6075,73307
259,6067,73745
260,6268,74562
261,6188,75051
262,6269,75645
263,6267,76017
264,6229,76542
265,6308,77029
266,6353,77674
267,6311,78357
268,6384,79013
269,6441,79774
270,6334,80376
